                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     84,                 1.5537,                0.76692,                 1.7211,                0.84778,                0.66068,                 0.7473,                0.50513,                 1.7812,                0.84256,                 1.5917,             0.00012731,             0.00012731,             0.00012731
                     85,                 1.5578,                0.75931,                 1.7294,                0.86732,                0.65923,                0.74798,                0.50874,                 1.7697,                0.84761,                 1.5873,             0.00012024,             0.00012024,             0.00012024
                     86,                 1.6215,                 1.0544,                 1.8482,                0.86687,                0.65216,                0.74622,                 0.5095,                 1.7688,                0.84611,                  1.587,             0.00011317,             0.00011317,             0.00011317
                     87,                 1.5466,                 0.7509,                 1.7225,                 0.8641,                 0.6608,                0.75164,                0.51245,                 1.7641,                0.83889,                 1.5835,              0.0001061,              0.0001061,              0.0001061
                     88,                 1.5456,                 0.7337,                 1.7149,                0.87252,                0.65494,                 0.7487,                0.51052,                 1.7561,                0.83381,                 1.5814,             9.9032e-05,             9.9032e-05,             9.9032e-05
                     89,                 1.4508,                 0.6907,                 1.7221,                0.87382,                0.65369,                0.74706,                0.50976,                 1.7573,                0.83848,                 1.5831,             9.1963e-05,             9.1963e-05,             9.1963e-05
                     90,                 1.4835,                  0.744,                 1.7408,                0.88476,                0.64541,                0.74926,                0.51049,                  1.755,                0.83619,                   1.58,             8.4895e-05,             8.4895e-05,             8.4895e-05
                     91,                 1.6123,                0.72007,                 1.6884,                0.86077,                0.65832,                0.74629,                0.51032,                 1.7659,                0.84413,                 1.5822,             7.7826e-05,             7.7826e-05,             7.7826e-05
                     92,                 1.6261,                0.73846,                 1.6989,                0.87389,                0.65638,                0.74487,                0.50747,                 1.7582,                0.84069,                 1.5868,             7.0757e-05,             7.0757e-05,             7.0757e-05
                     93,                 1.6119,                0.70867,                 1.6884,                0.86055,                0.66106,                0.74992,                0.51324,                 1.7544,                0.84267,                 1.5843,             6.3689e-05,             6.3689e-05,             6.3689e-05
                     94,                 1.6145,                0.73662,                 1.6903,                0.86573,                0.66341,                0.75256,                0.51468,                 1.7522,                0.82555,                  1.583,              5.662e-05,              5.662e-05,              5.662e-05
                     95,                 1.6385,                0.73847,                 1.6801,                0.86162,                0.66304,                  0.749,                0.51154,                 1.7421,                0.82258,                 1.5771,             4.9552e-05,             4.9552e-05,             4.9552e-05
                     96,                 1.6053,                0.72188,                 1.6885,                0.86248,                0.66056,                 0.7501,                0.51391,                 1.7448,                0.82129,                  1.579,             4.2483e-05,             4.2483e-05,             4.2483e-05
                     97,                 1.5969,                0.71488,                 1.6864,                0.86152,                0.66262,                0.75406,                0.51575,                 1.7411,                0.82566,                 1.5797,             3.5414e-05,             3.5414e-05,             3.5414e-05
                     98,                 1.5908,                0.70207,                 1.6639,                0.86229,                0.66216,                0.75521,                0.51704,                 1.7383,                0.82525,                 1.5802,             2.8346e-05,             2.8346e-05,             2.8346e-05
                     99,                 1.5745,                0.69776,                 1.6764,                  0.856,                0.66572,                0.75669,                0.51826,                 1.7416,                0.82147,                 1.5792,             2.1277e-05,             2.1277e-05,             2.1277e-05
                    100,                 1.5655,                  0.685,                 1.6774,                0.87667,                0.66012,                0.75562,                 0.5164,                 1.7372,                0.81931,                 1.5786,             1.4209e-05,             1.4209e-05,             1.4209e-05
